Time_sample,Sway_M1_sight_T1,Sway_M2_sight_T1,Sway_M3_sight_T1,Sway_M4_sight_T1,Sway_M1_sight_T2,Sway_M2_sight_T2,Sway_M3_sight_T2,Sway_M4_sight_T2,Sway_M1_sight_T3,Sway_M2_sight_T3,Sway_M3_sight_T3,Sway_M4_sight_T3,Sway_M1_nosight_T1,Sway_M2_nosight_T1,Sway_M3_nosight_T1,Sway_M4_nosight_T1,Sway_M1_nosight_T2,Sway_M2_nosight_T2,Sway_M3_nosight_T2,Sway_M4_nosight_T2,Sway_M1_nosight_T3,Sway_M2_nosight_T3,Sway_M3_nosight_T3,Sway_M4_nosight_T3
819,8.7,8.9,-10.1,10.4,8.6,9.5,9.6,-0.6,8.5,8.6,8.7,8.9,8.5,9.3,-1.5,9.9,6.5,9.4,-2.5,9.9,8.5,9.7,-2.1,10.1
820,-8.6,-9.5,-8.9,-10.9,-8.2,-9,-9.5,0,-8,-8.4,-8.5,-8.8,-8.4,-9.4,0,-10.3,-8.2,-9.5,0,-10,-8.5,-9.7,0,-9.8
821,-5,-6.7,-5.4,-9.4,-4.9,-5.1,-5.4,-0.5,-4.8,-5,-5,-5.3,-6.1,-6,1.6,-8.6,-8.1,-6.1,0.6,-8.3,-6.2,-6.3,1,-8.1
822,-2.3,-3.1,-4.9,-7.2,-2.1,-2.3,-2.6,-2,-2,-2.1,-2.2,-2.4,-3.4,-3.1,3.3,-5.9,-5.4,-3.2,2.3,-5.6,-3.5,-3.5,2.7,-5.4
823,0,-1.4,-2.3,-5.1,0,0,-1.5,-3.1,0,0,0,0,0,-1.2,4.5,-3.8,0,-1.3,3.5,-3.5,0,-1.6,3.9,-3.3
824,2.4,0,0,-2.4,2.2,2.5,0,-5,2.1,2.2,2.2,2.5,2.9,0,7,-1.2,0.9,0,6,-0.7,3,0,6.4,-0.5
825,5.2,1.7,2.6,-1.7,5.5,5.8,1.6,-10,5.4,5.5,5.6,5.8,5.8,1.3,9.7,-0.5,3.8,1.4,8.7,-0.1,5.9,1.7,9.1,-0.1
826,8.7,3.5,5.1,0,8.6,9.5,2.7,-10.1,8.5,8.6,8.7,8.9,8.5,3.3,-9.9,0,6.5,3.4,-10.9,0,8.5,3.7,-10.4,0
827,-8.6,7.1,5.8,1.9,-8.2,-9,5.5,-6,-8,-8.4,-8.5,-8.8,-8.4,6.4,-6.8,0.9,-8.2,6.5,-7.8,0.3,-8.5,6.8,-7.8,0.5
828,-5,8.9,9.4,2.7,-4.9,-5.1,9.6,-3.2,-4.8,-5,-5,-5.3,-6.1,9.3,-4.2,1.5,-8.1,9.4,-5.2,1.2,-6.2,9.7,-4.8,1.4
829,-2.3,-9.5,11,4.8,-2.1,-2.3,-9.5,-2.1,-2,-2.1,-2.2,-2.4,-3.4,-9.4,-2.9,4,-5.4,-9.5,-3.9,3.9,-3.5,-9.7,-3.5,4.1
830,0,-6.7,-10.1,7.3,0,0,-5.4,-0.6,0,0,0,0,0,-6,-1.5,5.4,0,-6.1,-2.5,5.5,0,-6.3,-2.1,5.7
831,2.4,-3.1,-8.9,8.9,2.2,2.5,-2.6,0,2.1,2.2,2.2,2.5,2.9,-3.1,0,8.5,0.9,-3.2,0,8.5,3,-3.5,0,8.7
832,5.2,-1.4,-5.4,10.4,5.5,5.8,-1.5,-0.5,5.4,5.5,5.6,5.8,5.8,-1.2,1.6,9.9,3.8,-1.3,0.6,9.9,5.9,-1.6,1,10.1
833,8.7,0,-4.9,-10.9,8.6,9.5,0,-2,8.5,8.6,8.7,8.9,8.5,0,3.3,-10.3,6.5,0,2.3,-10,8.5,0,2.7,-9.8
834,-8.6,1.7,-2.3,-9.4,-8.2,-9,1.6,-3.1,-8,-8.4,-8.5,-8.8,-8.4,1.3,4.5,-8.6,-8.2,1.4,3.5,-8.3,-8.5,1.7,3.9,-8.1
835,-5,3.5,0,-7.2,-4.9,-5.1,2.7,-5,-4.8,-5,-5,-5.3,-6.1,3.3,7,-5.9,-8.1,3.4,6,-5.6,-6.2,3.7,6.4,-5.4
836,-2.3,7.1,2.6,-5.1,-2.1,-2.3,5.5,-10,-2,-2.1,-2.2,-2.4,-3.4,6.4,9.7,-3.8,-5.4,6.5,8.7,-3.5,-3.5,6.8,9.1,-3.3
837,0,8.9,5.1,-2.4,0,0,9.6,-10.1,0,0,0,0,0,9.3,-9.9,-1.2,0,9.4,-10.9,-0.7,0,9.7,-10.4,-0.5
838,2.4,-9.5,5.8,-1.7,2.2,2.5,-9.5,-6,2.1,2.2,2.2,2.5,2.9,-9.4,-6.8,-0.5,0.9,-9.5,-7.8,-0.1,3,-9.7,-7.8,-0.1
839,5.2,-6.7,9.4,0,5.5,5.8,-5.4,-3.2,5.4,5.5,5.6,5.8,5.8,-6,-4.2,0,3.8,-6.1,-5.2,0,5.9,-6.3,-4.8,0
840,8.7,-3.1,11,1.9,8.6,9.5,-2.6,-2.1,8.5,8.6,8.7,8.9,8.5,-3.1,-2.9,0.9,6.5,-3.2,-3.9,0.3,8.5,-3.5,-3.5,0.5
841,-8.6,-1.4,-10.1,2.7,-8.2,-9,-1.5,-0.6,-8,-8.4,-8.5,-8.8,-8.4,-1.2,-1.5,1.5,-8.2,-1.3,-2.5,1.2,-8.5,-1.6,-2.1,1.4
842,-5,0,-8.9,4.8,-4.9,-5.1,0,0,-4.8,-5,-5,-5.3,-6.1,0,0,4,-8.1,0,0,3.9,-6.2,0,0,4.1
843,-2.3,1.7,-5.4,7.3,-2.1,-2.3,1.6,-0.5,-2,-2.1,-2.2,-2.4,-3.4,1.3,1.6,5.4,-5.4,1.4,0.6,5.5,-3.5,1.7,1,5.7
844,0,3.5,-4.9,8.9,0,0,2.7,-2,0,0,0,0,0,3.3,3.3,8.5,0,3.4,2.3,8.5,0,3.7,2.7,8.7
845,2.4,7.1,-2.3,10.4,2.2,2.5,5.5,-3.1,2.1,2.2,2.2,2.5,2.9,6.4,4.5,9.9,0.9,6.5,3.5,9.9,3,6.8,3.9,10.1
846,5.2,8.9,0,-10.9,5.5,5.8,9.6,-5,5.4,5.5,5.6,5.8,5.8,9.3,7,-10.3,3.8,9.4,6,-10,5.9,9.7,6.4,-9.8
847,8.7,-9.5,2.6,-9.4,8.6,9.5,-9.5,-10,8.5,8.6,8.7,8.9,8.5,-9.4,9.7,-8.6,6.5,-9.5,8.7,-8.3,8.5,-9.7,9.1,-8.1
848,-8.6,-6.7,5.1,-7.2,-8.2,-9,-5.4,-10.1,-8,-8.4,-8.5,-8.8,-8.4,-6,-9.9,-5.9,-8.2,-6.1,-10.9,-5.6,-8.5,-6.3,-10.4,-5.4
849,-5,-3.1,5.8,-5.1,-4.9,-5.1,-2.6,-6,-4.8,-5,-5,-5.3,-6.1,-3.1,-6.8,-3.8,-8.1,-3.2,-7.8,-3.5,-6.2,-3.5,-7.8,-3.3
850,-2.3,-1.4,9.4,-2.4,-2.1,-2.3,-1.5,-3.2,-2,-2.1,-2.2,-2.4,-3.4,-1.2,-4.2,-1.2,-5.4,-1.3,-5.2,-0.7,-3.5,-1.6,-4.8,-0.5
851,0,0,11,-1.7,0,0,0,-2.1,0,0,0,0,0,0,-2.9,-0.5,0,0,-3.9,-0.1,0,0,-3.5,-0.1
852,2.4,1.7,-10.1,0,2.2,2.5,1.6,-0.6,2.1,2.2,2.2,2.5,2.9,1.3,-1.5,0,0.9,1.4,-2.5,0,3,1.7,-2.1,0
853,5.2,3.5,-8.9,1.9,5.5,5.8,2.7,0,5.4,5.5,5.6,5.8,5.8,3.3,0,0.9,3.8,3.4,0,0.3,5.9,3.7,0,0.5
854,8.7,7.1,-5.4,2.7,8.6,9.5,5.5,-0.5,8.5,8.6,8.7,8.9,8.5,6.4,1.6,1.5,6.5,6.5,0.6,1.2,8.5,6.8,1,1.4
855,-8.6,8.9,-4.9,4.8,-8.2,-9,9.6,-2,-8,-8.4,-8.5,-8.8,-8.4,9.3,3.3,4,-8.2,9.4,2.3,3.9,-8.5,9.7,2.7,4.1
856,-5,-9.5,-2.3,7.3,-4.9,-5.1,-9.5,-3.1,-4.8,-5,-5,-5.3,-6.1,-9.4,4.5,5.4,-8.1,-9.5,3.5,5.5,-6.2,-9.7,3.9,5.7
857,-2.3,-6.7,0,8.9,-2.1,-2.3,-5.4,-5,-2,-2.1,-2.2,-2.4,-3.4,-6,7,8.5,-5.4,-6.1,6,8.5,-3.5,-6.3,6.4,8.7
858,0,-3.1,2.6,10.4,0,0,-2.6,-10,0,0,0,0,0,-3.1,9.7,9.9,0,-3.2,8.7,9.9,0,-3.5,9.1,10.1
859,2.4,-1.4,5.1,-10.9,2.2,2.5,-1.5,-10.1,2.1,2.2,2.2,2.5,2.9,-1.2,-9.9,-10.3,0.9,-1.3,-10.9,-10,3,-1.6,-10.4,-9.8
860,5.2,0,5.8,-9.4,5.5,5.8,0,-6,5.4,5.5,5.6,5.8,5.8,0,-6.8,-8.6,3.8,0,-7.8,-8.3,5.9,0,-7.8,-8.1
861,8.7,1.7,9.4,-7.2,8.6,9.5,1.6,-3.2,8.5,8.6,8.7,8.9,8.5,1.3,-4.2,-5.9,6.5,1.4,-5.2,-5.6,8.5,1.7,-4.8,-5.4
862,-8.6,3.5,11,-5.1,-8.2,-9,2.7,-2.1,-8,-8.4,-8.5,-8.8,-8.4,3.3,-2.9,-3.8,-8.2,3.4,-3.9,-3.5,-8.5,3.7,-3.5,-3.3
863,-5,7.1,-10.1,-2.4,-4.9,-5.1,5.5,-0.6,-4.8,-5,-5,-5.3,-6.1,6.4,-1.5,-1.2,-8.1,6.5,-2.5,-0.7,-6.2,6.8,-2.1,-0.5
864,-2.3,8.9,-8.9,-1.7,-2.1,-2.3,9.6,0,-2,-2.1,-2.2,-2.4,-3.4,9.3,0,-0.5,-5.4,9.4,0,-0.1,-3.5,9.7,0,-0.1
865,0,-9.5,-5.4,0,0,0,-9.5,-0.5,0,0,0,0,0,-9.4,1.6,0,0,-9.5,0.6,0,0,-9.7,1,0
866,2.4,-6.7,-4.9,1.9,2.2,2.5,-5.4,-2,2.1,2.2,2.2,2.5,2.9,-6,3.3,0.9,0.9,-6.1,2.3,0.3,3,-6.3,2.7,0.5
867,5.2,-3.1,-2.3,2.7,5.5,5.8,-2.6,-3.1,5.4,5.5,5.6,5.8,5.8,-3.1,4.5,1.5,3.8,-3.2,3.5,1.2,5.9,-3.5,3.9,1.4
868,8.7,-1.4,0,4.8,8.6,9.5,-1.5,-5,8.5,8.6,8.7,8.9,8.5,-1.2,7,4,6.5,-1.3,6,3.9,8.5,-1.6,6.4,4.1
869,-8.6,0,2.6,7.3,-8.2,-9,0,-10,-8,-8.4,-8.5,-8.8,-8.4,0,9.7,5.4,-8.2,0,8.7,5.5,-8.5,0,9.1,5.7
870,-5,1.7,5.1,8.9,-4.9,-5.1,1.6,-10.1,-4.8,-5,-5,-5.3,-6.1,1.3,-9.9,8.5,-8.1,1.4,-10.9,8.5,-6.2,1.7,-10.4,8.7
871,-2.3,3.5,5.8,10.4,-2.1,-2.3,2.7,-6,-2,-2.1,-2.2,-2.4,-3.4,3.3,-6.8,9.9,-5.4,3.4,-7.8,9.9,-3.5,3.7,-7.8,10.1
872,0,7.1,9.4,-10.9,0,0,5.5,-3.2,0,0,0,0,0,6.4,-4.2,-10.3,0,6.5,-5.2,-10,0,6.8,-4.8,-9.8
873,2.4,8.9,11,-9.4,2.2,2.5,9.6,-2.1,2.1,2.2,2.2,2.5,2.9,9.3,-2.9,-8.6,0.9,9.4,-3.9,-8.3,3,9.7,-3.5,-8.1
874,5.2,-9.5,-8.9,-7.2,5.5,5.8,-9.5,-0.6,5.4,5.5,5.6,5.8,5.8,-9.4,-1.5,-5.9,3.8,-9.5,-2.5,-5.6,5.9,-9.7,-2.1,-5.4
875,8.7,-6.7,-5.4,-5.1,8.6,9.5,-5.4,0,8.5,8.6,8.7,8.9,8.5,-6,0,-3.8,6.5,-6.1,0,-3.5,8.5,-6.3,0,-3.3
876,-8.6,-3.1,-4.9,-2.4,-8.2,-9,-2.6,-0.5,-8,-8.4,-8.5,-8.8,-8.4,-3.1,1.6,-1.2,-8.2,-3.2,0.6,-0.7,-8.5,-3.5,1,-0.5
877,-5,-1.4,-2.3,-1.7,-4.9,-5.1,-1.5,-2,-4.8,-5,-5,-5.3,-6.1,-1.2,3.3,-0.5,-8.1,-1.3,2.3,-0.1,-6.2,-1.6,2.7,-0.1
878,-2.3,0,0,0,-2.1,-2.3,0,-3.1,-2,-2.1,-2.2,-2.4,-3.4,0,4.5,0,-5.4,0,3.5,0,-3.5,0,3.9,0
879,0,1.7,2.6,1.9,0,0,1.6,-5,0,0,0,0,0,1.3,7,0.9,0,1.4,6,0.3,0,1.7,6.4,0.5
880,2.4,3.5,5.1,2.7,2.2,2.5,2.7,-10,2.1,2.2,2.2,2.5,2.9,3.3,9.7,1.5,0.9,3.4,8.7,1.2,3,3.7,9.1,1.4
881,5.2,7.1,5.8,4.8,5.5,5.8,5.5,-10.1,5.4,5.5,5.6,5.8,5.8,6.4,-9.9,4,3.8,6.5,-10.9,3.9,5.9,6.8,-10.4,4.1
882,8.7,8.9,9.4,7.3,8.6,9.5,9.6,-6,8.5,8.6,8.7,8.9,8.5,9.3,-6.8,5.4,6.5,9.4,-7.8,5.5,8.5,9.7,-7.8,5.7
883,-8.6,-9.5,11,8.9,-8.2,-9,-9.5,-3.2,-8,-8.4,-8.5,-8.8,-8.4,-9.4,-4.2,8.5,-8.2,-9.5,-5.2,8.5,-8.5,-9.7,-4.8,8.7
884,-5,-6.7,-10.1,10.4,-4.9,-5.1,-5.4,-2.1,-4.8,-5,-5,-5.3,-6.1,-6,-2.9,9.9,-8.1,-6.1,-3.9,9.9,-6.2,-6.3,-3.5,10.1
885,-2.3,-3.1,-8.9,-10.9,-2.1,-2.3,-2.6,-0.6,-2,-2.1,-2.2,-2.4,-3.4,-3.1,-1.5,-10.3,-5.4,-3.2,-2.5,-10,-3.5,-3.5,-2.1,-9.8
886,0,-1.4,-5.4,-9.4,0,0,-1.5,0,0,0,0,0,0,-1.2,0,-8.6,0,-1.3,0,-8.3,0,-1.6,0,-8.1
887,2.4,0,-4.9,-7.2,2.2,2.5,0,-0.5,2.1,2.2,2.2,2.5,2.9,0,1.6,-5.9,0.9,0,0.6,-5.6,3,0,1,-5.4
888,5.2,1.7,-2.3,-5.1,5.5,5.8,1.6,-2,5.4,5.5,5.6,5.8,5.8,1.3,3.3,-3.8,3.8,1.4,2.3,-3.5,5.9,1.7,2.7,-3.3
889,8.7,3.5,0,-2.4,8.6,9.5,2.7,-3.1,8.5,8.6,8.7,8.9,8.5,3.3,4.5,-1.2,6.5,3.4,3.5,-0.7,8.5,3.7,3.9,-0.5
890,-8.6,7.1,2.6,-1.7,-8.2,-9,5.5,-5,-8,-8.4,-8.5,-8.8,-8.4,6.4,7,-0.5,-8.2,6.5,6,-0.1,-8.5,6.8,6.4,-0.1
891,-5,8.9,5.1,0,-4.9,-5.1,9.6,-10,-4.8,-5,-5,-5.3,-6.1,9.3,9.7,0,-8.1,9.4,8.7,0,-6.2,9.7,9.1,0
892,-2.3,-9.5,5.8,1.9,-2.1,-2.3,-9.5,-10.1,-2,-2.1,-2.2,-2.4,-3.4,-9.4,-9.9,0.9,-5.4,-9.5,-10.9,0.3,-3.5,-9.7,-10.4,0.5
893,0,-6.7,9.4,2.7,0,0,-5.4,-6,0,0,0,0,0,-6,-6.8,1.5,0,-6.1,-7.8,1.2,0,-6.3,-7.8,1.4
894,2.4,-3.1,11,4.8,2.2,2.5,-2.6,-3.2,2.1,2.2,2.2,2.5,2.9,-3.1,-4.2,4,0.9,-3.2,-5.2,3.9,3,-3.5,-4.8,4.1
895,5.2,-1.4,-10.1,7.3,5.5,5.8,-1.5,-2.1,5.4,5.5,5.6,5.8,5.8,-1.2,-2.9,5.4,3.8,-1.3,-3.9,5.5,5.9,-1.6,-3.5,5.7
896,8.7,0,-8.9,8.9,8.6,9.5,0,-0.6,8.5,8.6,8.7,8.9,8.5,0,-1.5,8.5,6.5,0,-2.5,8.5,8.5,0,-2.1,8.7
897,-8.6,1.7,-5.4,10.4,-8.2,-9,1.6,0,-8,-8.4,-8.5,-8.8,-8.4,1.3,0,9.9,-8.2,1.4,0,9.9,-8.5,1.7,0,10.1
898,-5,3.5,-4.9,-10.9,-4.9,-5.1,2.7,-0.5,-4.8,-5,-5,-5.3,-6.1,3.3,1.6,-10.3,-8.1,3.4,0.6,-10,-6.2,3.7,1,-9.8
899,-2.3,7.1,-2.3,-9.4,-2.1,-2.3,5.5,-2,-2,-2.1,-2.2,-2.4,-3.4,6.4,3.3,-8.6,-5.4,6.5,2.3,-8.3,-3.5,6.8,2.7,-8.1
900,0,8.9,0,-7.2,0,0,9.6,-3.1,0,0,0,0,0,9.3,4.5,-5.9,0,9.4,3.5,-5.6,0,9.7,3.9,-5.4
901,2.4,-9.5,2.6,-5.1,2.2,2.5,-9.5,-5,2.1,2.2,2.2,2.5,2.9,-9.4,7,-3.8,0.9,-9.5,6,-3.5,3,-9.7,6.4,-3.3
902,5.2,-6.7,5.1,-2.4,5.5,5.8,-5.4,-10,5.4,5.5,5.6,5.8,5.8,-6,9.7,-1.2,3.8,-6.1,8.7,-0.7,5.9,-6.3,9.1,-0.5
903,8.7,-3.1,5.8,-1.7,8.6,9.5,-2.6,-10.1,8.5,8.6,8.7,8.9,8.5,-3.1,-9.9,-0.5,6.5,-3.2,-10.9,-0.1,8.5,-3.5,-10.4,-0.1
904,-8.6,-1.4,9.4,0,-8.2,-9,-1.5,-6,-8,-8.4,-8.5,-8.8,-8.4,-1.2,-6.8,0,-8.2,-1.3,-7.8,0,-8.5,-1.6,-7.8,0
905,-5,0,11,1.9,-4.9,-5.1,0,-3.2,-4.8,-5,-5,-5.3,-6.1,0,-4.2,0.9,-8.1,0,-5.2,0.3,-6.2,0,-4.8,0.5
906,-2.3,1.7,-10.1,2.7,-2.1,-2.3,1.6,-2.1,-2,-2.1,-2.2,-2.4,-3.4,1.3,-2.9,1.5,-5.4,1.4,-3.9,1.2,-3.5,1.7,-3.5,1.4
907,0,3.5,-8.9,4.8,0,0,2.7,-0.6,0,0,0,0,0,3.3,-1.5,4,0,3.4,-2.5,3.9,0,3.7,-2.1,4.1
908,2.4,7.1,-5.4,7.3,2.2,2.5,5.5,0,2.1,2.2,2.2,2.5,2.9,6.4,0,5.4,0.9,6.5,0,5.5,3,6.8,0,5.7
909,5.2,8.9,-4.9,8.9,5.5,5.8,9.6,-0.5,5.4,5.5,5.6,5.8,5.8,9.3,1.6,8.5,3.8,9.4,0.6,8.5,5.9,9.7,1,8.7
910,8.7,-9.5,-2.3,10.4,8.6,9.5,-9.5,-2,8.5,8.6,8.7,8.9,8.5,-9.4,3.3,9.9,6.5,-9.5,2.3,9.9,8.5,-9.7,2.7,10.1
911,-8.6,-6.7,0,-10.9,-8.2,-9,-5.4,-3.1,-8,-8.4,-8.5,-8.8,-8.4,-6,4.5,-10.3,-8.2,-6.1,3.5,-10,-8.5,-6.3,3.9,-9.8
912,-5,-3.1,2.6,-9.4,-4.9,-5.1,-2.6,-5,-4.8,-5,-5,-5.3,-6.1,-3.1,7,-8.6,-8.1,-3.2,6,-8.3,-6.2,-3.5,6.4,-8.1
913,-2.3,-1.4,5.1,-7.2,-2.1,-2.3,-1.5,-10,-2,-2.1,-2.2,-2.4,-3.4,-1.2,9.7,-5.9,-5.4,-1.3,8.7,-5.6,-3.5,-1.6,9.1,-5.4
914,0,0,5.8,-5.1,0,0,0,-10.1,0,0,0,0,0,0,-9.9,-3.8,0,0,-10.9,-3.5,0,0,-10.4,-3.3
915,2.4,1.7,9.4,-2.4,2.2,2.5,1.6,-6,2.1,2.2,2.2,2.5,2.9,1.3,-6.8,-1.2,0.9,1.4,-7.8,-0.7,3,1.7,-7.8,-0.5
916,5.2,3.5,11,-1.7,5.5,5.8,2.7,-3.2,5.4,5.5,5.6,5.8,5.8,3.3,-4.2,-0.5,3.8,3.4,-5.2,-0.1,5.9,3.7,-4.8,-0.1
917,8.7,7.1,-10.1,0,8.6,9.5,5.5,-2.1,8.5,8.6,8.7,8.9,8.5,6.4,-2.9,0,6.5,6.5,-3.9,0,8.5,6.8,-3.5,0
918,-8.6,8.9,-8.9,1.9,-8.2,-9,9.6,-0.6,-8,-8.4,-8.5,-8.8,-8.4,9.3,-1.5,0.9,-8.2,9.4,-2.5,0.3,-8.5,9.7,-2.1,0.5
919,-5,-9.5,-5.4,2.7,-4.9,-5.1,-9.5,0,-4.8,-5,-5,-5.3,-6.1,-9.4,0,1.5,-8.1,-9.5,0,1.2,-6.2,-9.7,0,1.4
920,-2.3,-6.7,-4.9,4.8,-2.1,-2.3,-5.4,-0.5,-2,-2.1,-2.2,-2.4,-3.4,-6,1.6,4,-5.4,-6.1,0.6,3.9,-3.5,-6.3,1,4.1
921,0,-3.1,-2.3,7.3,0,0,-2.6,-2,0,0,0,0,0,-3.1,3.3,5.4,0,-3.2,2.3,5.5,0,-3.5,2.7,5.7
922,2.4,-1.4,0,8.9,2.2,2.5,-1.5,-3.1,2.1,2.2,2.2,2.5,2.9,-1.2,4.5,8.5,0.9,-1.3,3.5,8.5,3,-1.6,3.9,8.7
923,5.2,0,2.6,10.4,5.5,5.8,0,-5,5.4,5.5,5.6,5.8,5.8,0,7,9.9,3.8,0,6,9.9,5.9,0,6.4,10.1
924,8.7,1.7,5.1,-10.9,8.6,9.5,1.6,-10,8.5,8.6,8.7,8.9,8.5,1.3,9.7,-10.3,6.5,1.4,8.7,-10,8.5,1.7,9.1,-9.8
925,-8.6,3.5,5.8,-9.4,-8.2,-9,2.7,-10.1,-8,-8.4,-8.5,-8.8,-8.4,3.3,-9.9,-8.6,-8.2,3.4,-10.9,-8.3,-8.5,3.7,-10.4,-8.1
926,-5,7.1,9.4,-7.2,-4.9,-5.1,5.5,-6,-4.8,-5,-5,-5.3,-6.1,6.4,-6.8,-5.9,-8.1,6.5,-7.8,-5.6,-6.2,6.8,-7.8,-5.4
927,-2.3,8.9,11,-5.1,-2.1,-2.3,9.6,-3.2,-2,-2.1,-2.2,-2.4,-3.4,9.3,-4.2,-3.8,-5.4,9.4,-5.2,-3.5,-3.5,9.7,-4.8,-3.3
928,0,-9.5,-10.1,-2.4,0,0,-9.5,-2.1,0,0,0,0,0,-9.4,-2.9,-1.2,0,-9.5,-3.9,-0.7,0,-9.7,-3.5,-0.5
929,2.4,-6.7,-8.9,-1.7,2.2,2.5,-5.4,-0.6,2.1,2.2,2.2,2.5,2.9,-6,-1.5,-0.5,0.9,-6.1,-2.5,-0.1,3,-6.3,-2.1,-0.1
930,5.2,-3.1,-5.4,0,5.5,5.8,-2.6,0,5.4,5.5,5.6,5.8,5.8,-3.1,0,0,3.8,-3.2,0,0,5.9,-3.5,0,0
931,8.7,-1.4,-4.9,1.9,8.6,9.5,-1.5,-0.5,8.5,8.6,8.7,8.9,8.5,-1.2,1.6,0.9,6.5,-1.3,0.6,0.3,8.5,-1.6,1,0.5
932,-8.6,0,-2.3,2.7,-8.2,-9,0,-2,-8,-8.4,-8.5,-8.8,-8.4,0,3.3,1.5,-8.2,0,2.3,1.2,-8.5,0,2.7,1.4
933,-5,1.7,0,4.8,-4.9,-5.1,1.6,-3.1,-4.8,-5,-5,-5.3,-6.1,1.3,4.5,4,-8.1,1.4,3.5,3.9,-6.2,1.7,3.9,4.1
934,-2.3,3.5,2.6,7.3,-2.1,-2.3,2.7,-5,-2,-2.1,-2.2,-2.4,-3.4,3.3,7,5.4,-5.4,3.4,6,5.5,-3.5,3.7,6.4,5.7
935,0,7.1,5.1,8.9,0,0,5.5,-10,0,0,0,0,0,6.4,9.7,8.5,0,6.5,8.7,8.5,0,6.8,9.1,8.7
936,2.4,8.9,5.8,10.4,2.2,2.5,9.6,-10.1,2.1,2.2,2.2,2.5,2.9,9.3,-9.9,9.9,0.9,9.4,-10.9,9.9,3,9.7,-10.4,10.1
937,5.2,-9.5,9.4,-10.9,5.5,5.8,-9.5,-6,5.4,5.5,5.6,5.8,5.8,-9.4,-6.8,-10.3,3.8,-9.5,-7.8,-10,5.9,-9.7,-7.8,-9.8
938,8.7,-6.7,11,-9.4,8.6,9.5,-5.4,-3.2,8.5,8.6,8.7,8.9,8.5,-6,-4.2,-8.6,6.5,-6.1,-5.2,-8.3,8.5,-6.3,-4.8,-8.1
939,-8.6,-3.1,-10.1,-7.2,-8.2,-9,-2.6,-2.1,-8,-8.4,-8.5,-8.8,-8.4,-3.1,-2.9,-5.9,-8.2,-3.2,-3.9,-5.6,-8.5,-3.5,-3.5,-5.4
940,-5,-1.4,-8.9,-5.1,-4.9,-5.1,-1.5,-0.6,-4.8,-5,-5,-5.3,-6.1,-1.2,-1.5,-3.8,-8.1,-1.3,-2.5,-3.5,-6.2,-1.6,-2.1,-3.3
941,-2.3,0,-5.4,-2.4,-2.1,-2.3,0,0,-2,-2.1,-2.2,-2.4,-3.4,0,0,-1.2,-5.4,0,0,-0.7,-3.5,0,0,-0.5
942,0,1.7,-4.9,-1.7,0,0,1.6,-0.5,0,0,0,0,0,1.3,1.6,-0.5,0,1.4,0.6,-0.1,0,1.7,1,-0.1
943,2.4,3.5,-2.3,0,2.2,2.5,2.7,-2,2.1,2.2,2.2,2.5,2.9,3.3,3.3,0,0.9,3.4,2.3,0,3,3.7,2.7,0
944,5.2,7.1,0,1.9,5.5,5.8,5.5,-3.1,5.4,5.5,5.6,5.8,5.8,6.4,4.5,0.9,3.8,6.5,3.5,0.3,5.9,6.8,3.9,0.5
945,8.7,8.9,2.6,2.7,8.6,9.5,9.6,-5,8.5,8.6,8.7,8.9,8.5,9.3,7,1.5,6.5,9.4,6,1.2,8.5,9.7,6.4,1.4
946,-8.6,-9.5,5.1,4.8,-8.2,-9,-9.5,-10,-8,-8.4,-8.5,-8.8,-8.4,-9.4,9.7,4,-8.2,-9.5,8.7,3.9,-8.5,-9.7,9.1,4.1
947,-5,-6.7,5.8,7.3,-4.9,-5.1,-5.4,-10.1,-4.8,-5,-5,-5.3,-6.1,-6,-9.9,5.4,-8.1,-6.1,-10.9,5.5,-6.2,-6.3,-10.4,5.7
948,-2.3,-3.1,9.4,8.9,-2.1,-2.3,-2.6,-6,-2,-2.1,-2.2,-2.4,-3.4,-3.1,-6.8,8.5,-5.4,-3.2,-7.8,8.5,-3.5,-3.5,-7.8,8.7
949,0,-1.4,11,10.4,0,0,-1.5,-3.2,0,0,0,0,0,-1.2,-4.2,9.9,0,-1.3,-5.2,9.9,0,-1.6,-4.8,10.1
950,2.4,0,-10.1,-10.9,2.2,2.5,0,-2.1,2.1,2.2,2.2,2.5,2.9,0,-2.9,-10.3,0.9,0,-3.9,-10,3,0,-3.5,-9.8
951,5.2,1.7,-8.9,-9.4,5.5,5.8,1.6,-0.6,5.4,5.5,5.6,5.8,5.8,1.3,-1.5,-8.6,3.8,1.4,-2.5,-8.3,5.9,1.7,-2.1,-8.1
952,8.7,3.5,-5.4,-7.2,8.6,9.5,2.7,0,8.5,8.6,8.7,8.9,8.5,3.3,0,-5.9,6.5,3.4,0,-5.6,8.5,3.7,0,-5.4
953,-8.6,7.1,-4.9,-5.1,-8.2,-9,5.5,-0.5,-8,-8.4,-8.5,-8.8,-8.4,6.4,1.6,-3.8,-8.2,6.5,0.6,-3.5,-8.5,6.8,1,-3.3
954,-5,8.9,-2.3,-2.4,-4.9,-5.1,9.6,-2,-4.8,-5,-5,-5.3,-6.1,9.3,3.3,-1.2,-8.1,9.4,2.3,-0.7,-6.2,9.7,2.7,-0.5
